title_id,title,genre,authors,weekdays,length,subscriber,rating,views,likes,status,daily_pass,synopsis
3910,A DeadbEAT's Meal,Slice of life,CHEESE,WEDNESDAY,161,124368,9.19,5700000,824246,ONGOING,False,"Now a major (K-Drama) adaptation.                                                                                                                                                                                                       
What’s better than a good meal? My name’s Jaeho and I love food. While some may call me a deadbEAT because I don’t have a job at the moment, I’m just your normal happy guy who loves eating and my girlfriend of 7 years… That is until I got a breakup text yesterday… Where did things go wrong? I keep trying to look back through the years, but I just can't figure it out..."
3450,Descended from Divinity,Fantasy,"San Cheon, ZAINO, Altoran, UPU",WEDNESDAY,5,269235,9.21,14500000,1500000,ONGOING,True,"“Is this a mission I was sent on by the gods? Or is this just divine punishment?” Junghyeok Baek, divine demon overlord of Murim, finds that he’s been reincarnated into the body of Roman Dimitri, the dim-witted son of a baron who’s obsessed with the luxuries of the aristocratic lifestyle. But with his new status, Jung-hyeok is ready to shake things up on the continent of Salamander. Will the divine demon accomplish what he’s set out to do? And will he finally get the answers to this mysterious reincarnation?"
2460,Deadlove,Slice of life,"Guy, Teo",WEDNESDAY,48,87713,9.15,2400000,344101,ONGOING,False,"They say you can’t run away from your problems... and Joel just learned that the hard way.

Talk about having cold feet! Joel is all set to marry Kim, his art school sweetheart, but in a moment of poor judgment he has an affair with his roommate Zoe. Hounded by the guilt, but unable to fess up to his fiancé, he decides the most responsible thing to do is... run away. As far and as fast as he can. He now finds himself selling cosmetics at a shopping mall in New Zealand. Sure, he is homesick, and everything is unfamiliar, but at least he can work through his issues in peace and quiet, right?

Wrong. Read this comic to find out how Joel’s plans fall apart, and how he puts himself back together, with the help of an unexpected guest..."
5268,Heartbeat Conquest,Romance,Puki,WEDNESDAY,107,141494,9.22,5600000,623184,ONGOING,False,"When Da-eun wakes up, she finds herself in a dating simulation game as Diana, a pretty schoolgirl surrounded by beautiful people with floating hearts above their heads. To her surprise, there seem to be no rules beyond the ability to conquer anyone, regardless of their gender, age, or even species -- yes, even dogs have heart-o-meters!
Dating is fun, sure, but Diana has something else in mind…
the ultimate goal of the dating sim genre -- to form a harem.
She starts to strategize, but will things pan out as she plans?"
2742,Keys,Action,RyaiArt,WEDNESDAY,50,168902,8.76,2200000,180294,ONGOING,False,"One tragic night, Caine survives a brutal assault when a demonic entity known as a Key saves his life. With his chance at a normal life long gone, Caine must accept his fate as a Key Holder possessed with remarkable supernatural power. But this power comes with a price. The Key inhabiting Caine has its own goal: the eradication of every other Key. Caine must harness the strength of his Key to find his place in the hidden world of hostile Exorcists, sinister Keys, and a network that spreads far beyond his hometown of Derry, Northern Ireland."
4344,Nano Machine,Action,"Great H, GGBG, HANJUNG WOLYA",WEDNESDAY,5,267798,9.42,20200000,2200000,ONGOING,True,"Nanotechnology meets martial arts at the Mashin Academy. Yeo-un’s mother may not be one of the High Priest’s six official wives, but his father’s blood still qualifies him for a chance at the position of Minor Priest. Will a mysterious nanomachine injection from a future descendent help Yeo-un in this fierce competition against his powerful half-siblings?"
6204,My Killer Boyfriend,Romance,GhostfaceNikol,WEDNESDAY,38,65404,6.11,1200000,97173,ONGOING,False,"It's the Killer's job to trick his targets into falling in love with him, which hasn't been an issue in the past. That is until he ends up falling in love with his next target, who just so happens to be an infamous celebrity and someone from his past. 

Can a serial killer date his celebrity target? Or is that too taboo?"
5745,Real World Mobile,Fantasy,"KongE, Elko",WEDNESDAY,14,78054,7.42,3100000,295178,HIATUS,True,"Gang-u Choi is an ordinary high school student who likes video games. One day, he hears that his favorite game store is going out of business. 
When he visits the shop one last time, the store owner hands him a QR code for a mobile game. Gang-u starts up the game out of curiosity, but something feels off…. His mission is to drink 3 glasses of water?! When he decides to ignore the mission, he suddenly receives a penalty in real life!
As the missions get more dangerous, will Gang-u be able to protect his reality?"
5814,Rental Hero,Action,"PORTO, KOBET",WEDNESDAY,65,109501,9.31,3800000,335044,HIATUS,False,"Juwon Lee works as a doppelganger who poses as a hero’s alter-ego, and fills in for them in their social life while they perform their duties as heroes. One day, Justice, the strongest hero, approaches Juwon and requests his services with the promise of a hefty payment in return for his work. However, when Juwon arrives at their meeting spot, he is instead greeted by a completely unexpected sight..."
1946,In the Bleak Midwinter;,Sci-fi,"Kat, Ali",WEDNESDAY,109,690606,9.75,33900000,3800000,HIATUS,False,"With a dead sister and 25 years to go on her soulmate timer, Anya decides to cryogenically sleep away her problems. Too bad she wakes up to an apocalypse full of them. Now stuck in a burnt out landscape full of killers, Anya must decide which she wants to keep: her heart or her head."
4083,HELLO SOUR CRUSH,Action,FuzzzyComics!,WEDNESDAY,7,20754,8.11,73250,8744,HIATUS,False,Wave Arcs give users the ability to create matter from nothing. A tournament is being held to test the limitations of this new technology and anyone is invited. Pyka enters in hopes of uncovering the truth about the person she's been searching for… The Man Without Eyes.
3479,Housekeeper,Sci-fi,"Yongtaek Chae, Yuhyun",WEDNESDAY,141,192463,9.59,9600000,1200000,HIATUS,False,"AI robots are fighting against humans... for humanity.
 
The world has fallen victim to a terrible virus, which turns people into zombie-like creatures. 
The government has decided to eradicate the infected people rather than cure them. 
But, Hasty, a housekeeper AI robot, cannot give up on her master Navil. She is willing to fight... for humanity."
5170,I Was the Final Boss,Fantasy,LuckS,WEDNESDAY,101,775299,9.6,41700000,3600000,HIATUS,False,"Baphomet is the ruthless, dispassionate lord of the Abyssal Tower, a mysterious, monster-filled dungeon plaguing the human world. Many Hunters seek to defeat him and bring the tower down to no avail. Despite his demonic power, Baphomet grows curious about humanity. One day, Baphomet is defeated by Raven, the strongest Hunter, and realizes that his true wish is to be just like the humans he previously looked down on. In death, he is granted his wish, as he awakens as a human – without his powers!"
5841,No Office Romance!,Romance,"Dooboo, Namsoo",WEDNESDAY,59,218830,9.68,6600000,805858,HIATUS,False,"Are first loves overrated, or can a reunion as adults bring back emotions of the past? 
Yunji and Saebom share a first love story left unfinished, abruptly interrupted by ten years of being apart. Now, as adults, both seem to have moved on from that unfinished chapter of their lives and agree to remain friends and coworkers. However, the surface is not everything there is to be seen, as an unspoken tension lingers between them. Will they merely stay friends, or does destiny have other plans for them?"
4843,Katlaya Rising,Action,MariaMediaHere,WEDNESDAY,22,61370,8.9,809839,115063,HIATUS,False,"In her forever-festering pit of a hometown, all that the 22-year old exterminator Katlaya wants is a monster-free future... with a hot wife! On this one night, Katlaya will fight through everything that gets in the way of her ideal future-- be it corrupting monster, corrupt officials, or even the town's cult god, Amihan."
5966,Steel-Eating Player,Action,"Director9, JJJ",WEDNESDAY,51,191286,9.29,8000000,696245,HIATUS,False,"Steel Emperor Hyeonuk Lee, the last savior of humanity, has died.
The place he returned to in order to change the future is... the military?!!
Why here of all places?!
Corporal Hyeonuk Lee's steel eating show begins as he rapidly grows to get revenge!"
4677,The Dungeon Cleaning Life of a Once Genius Hunter,Action,"Dalbeat, GoilGoil",WEDNESDAY,97,542231,9.48,29600000,2800000,HIATUS,False,"World’s first SSS-ranked genius hunter, Junu Kim. He regresses ten years into the past after being ambushed by unknowns one day. With all his hunter skills now locked, he must fulfill his career as a dungeon cleaner to unlock them. But this cleaner… is extraordinary! The once renowned hunter, Junu Kim, takes over the cleaning duty with vigorous determination."
2698,The Blind Prince,Romance,cozycroww,WEDNESDAY,76,469791,9.75,22200000,2900000,HIATUS,False,"Elaine desperately tries to hide the unearthly feathers that riddle her skin, all for the sake of love. But her curse leaves her rejected and trapped behind a wall deep within the forbidden forest. With no way home, her only option is to rely on a Prince determined to reclaim his throne, and his missing eyes."
6401,Hiding in the Moon,Romance,Puik,WEDNESDAY,32,112092,9.28,2300000,267739,HIATUS,False,"Since she ran away from the capital, Siomara has played it safe. Mainly she tries to ignore the Darkness that inhabits this world, which she is now capable of seeing, but more importantly, she makes sure that the Darkness ignores her as well. But when a mysterious neighbor moves in that could also be like her, Siomara must decide if she’ll risk getting closer to him, despite all the warnings of the danger that he comes with."
5111,Retired Demon King,Comedy,Cheezemate,WEDNESDAY,25,382382,9.33,8300000,578420,HIATUS,False,"When the Demon King feels challenged by the hero to find love, he infiltrates the school for human adventurers where romance thrives the most, only to find that the school is under the holy church... which main purpose is to kill the Demon King."
2923,Blue Matter,Fantasy,forgotuser,WEDNESDAY,120,185539,9.68,9500000,1300000,HIATUS,False,"Sometimes when you feed a stray dog, it follows you home. Sometimes that dog is a blood-drinking Demon and it follows you to the home of Angels — powerful beings who double as a Demon’s favorite snack and their mortal enemy."
2702,Hand Jumper,Thriller,SLEEPACROSS,WEDNESDAY,80,702135,9.84,37300000,3900000,HIATUS,False,"Sayeon Lee despises Aberrants. They wreak havoc on society with their strange, unthinkable powers. It's just too bad she happens to be an Aberrant herself! Forced to fend for her life in the deadly Aberrant Corps, she's determined to make it to the top, and her unusual ability should help her -- if she can figure out how to use it in time."
2480,Jungle Juice,Action,"Hyeong Eun, JUDER",WEDNESDAY,140,1400000,9.77,108400000,9700000,HIATUS,False,"Suchan Jang is an extraordinary college student at the top of the social food chain. But underneath the perfect facade, he hides a pair of insect wings that suddenly grew when he used a mysterious bug spray called ""Jungle Juice.” Suchan's life crumbles when he bares his wings to the world to save someone's life. When all hope seems lost, Suchan stumbles upon a hidden world of insect humans where everyone is accepted for what they are. But the law of the jungle governs this secret society and all must fend for themselves in order to survive."
6506,Candid Hearts,Drama,antlerella,WEDNESDAY,19,228032,9.34,3800000,566309,HIATUS,False,"After a reckless electrical fire burns their dorm room to a crisp, college girls Bonnie and Aline find themselves homeless the day before their semester starts! With nothing but the clothes on their back, the mysterious rich-girl Kitty Kandikova offers them an deal they can't refuse: free rent, all amenities paid, and essentially a life of luxury. The catch: they must completely give up their social lives to become her fake best friends, and potential bridesmaids?!"
2750,Of Dark Lords and Cabbages,Romance,Liyanya,WEDNESDAY,75,502459,9.48,23400000,2400000,HIATUS,False,"All Gendry wants is to become Dark King and reclaim the Dark Throne, but as a ward of the Light Kingdom, most people hate his guts and wish to stop him. Except of course, Seyren... Dragon Hero, Protector of the Innocent, and Gendry's incredibly love-struck secret boyfriend."
5166,Hello Baby,Romance,Enjelicious,WEDNESDAY,69,1000000,9.32,58200000,4200000,HIATUS,False,"Gwen, apprehensive and disheartened, spends a one-night affair with a playful stranger, Arthur. After nearly 2 years pass, Gwen and Arthur cross paths again - this time fighting over their child's custody. Is it possible to settle this battle amicably, or will Gwen find herself desolate once again?"
5114,The D!ckheads,Romance,GummyBunni,WEDNESDAY,51,411904,9.14,20100000,1800000,HIATUS,False,"After being bullied at her old school, Eliana decides to move to the small town of Oaksdale to start fresh. There she befriends Football Captain and most popular boy at school, Levi, as well as lone-wolf and outcast, Marco. She's finally got the friends she always wanted, but what will she do when she finds out they hate each other?"
5395,Love or Sex?,Romance,UruArt,WEDNESDAY,70,361100,5.17,13800000,508097,HIATUS,False,"Yuri doesn’t believe in love, but she does believe in getting laid! While other first-year college students are deciding on classes, she has decided it’s time to lose her virginity, and her eyes are fixed on two candidates: Ryou, a romantic at heart, and Inoue, who wants to hit it and quit it. What will Yuri choose? Love or sex?"
3271,Realta,Fantasy,Rachel Eaton,WEDNESDAY,62,289173,9.6,10300000,1300000,HIATUS,False,"When the world was new, the twelve star signs descended to bless humanity with magic according to their date of birth. Fourteen worthy people, called the “Realta,” were given a star from each Sign that allowed them to receive prophecies of the future called “horoscopes” and summon great power to defeat the Fae: beings that tormented humanity. However, much has changed since Elowen was a child. Magic is illegal, the Fae are getting stronger, and the Realta have been forgotten…until our Virgo meets a certain Capricorn."
5544,RANKER,Action,"Shin gun, taibogi",WEDNESDAY,55,140465,9.2,3200000,244816,HIATUS,False,"Once a winner of the middleweight challenger’s decider bout showdown, Junseo Kang is now a retired fighter struggling to overcome his worst nightmare: zombies. Every time fear catches him, he sees others as zombies.
Now with the new opportunity rising, he sees his way out: join the ranker game, win the prize money, and overcome his fragile mental.
In an all-or-nothing showdown, a total of 100 characters must fight for their players and eliminate each other to get to the top 5 ranks to win the accumulated prize money of 20 million dollars."
3597,Reincarnated as an Unruly Heir,Action,"Jeon madu, zaemu, eunho",WEDNESDAY,128,387410,9.54,25200000,2100000,HIATUS,False,"Once a rising martial arts master, Jagak Yang is known as the Ten Strike Finisher due to his ability to defeat any opponent within ten moves. Jagak is also the son of the leader of the Great Martial Alliance, an organization of virtuous martial arts sects. His future leadership over the martial arts world seems all but assured -- that is, until he is assassinated by jealous rivals! Jagak is reincarnated into the body of Cheonso Ma, the playboy second-in-command of the evil Shining Light Cult. Can Jagak remain true to his principles despite his new life on the dark side?"
1412,Rebirth,Sci-fi,Michi,WEDNESDAY,235,1400000,9.74,132800000,11600000,HIATUS,False,"What would you do if you were given a second chance to turn back time and relive your past? Would you do what you did back then for fear of the butterfly effect? Or would you take a different course of action and let the future speak for itself? 

This series contains themes regarding child abuse, sexual violence and self-harm that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/)."""
3992,X & Ash,Action,"Sehoon Kim, Kwangsu Lee",WEDNESDAY,107,242864,9.73,11600000,1100000,HIATUS,False,"X, a genius thief, and Ash, a boy with a mysterious past, decide to join the Azure Knights after a chance encounter with Ryu, the prime swordmaster. The entry exam for the Azure Knights is where the best of the best come to show exceptional skills. 
X and Ash must prove their might and win against the elite aristocrats!
Will they be able to become knights? 
And what cruel destiny will they face afterwards…?"
2117,Phase,Romance,Jouki,WEDNESDAY,133,1200000,9.51,82000000,7500000,HIATUS,False,"Min is unique. Plagued by debts, misfortune and a troubled past her life has been anything but normal. When she has the opportunity to earn a great deal of money, 50 million dollars to be exact,  she would be a fool to refuse. Despite the odd conditions she takes a chance with Shuu, the handsome, irritating billionare who can change her life. Can she keep her secrets close to her chest or will she ruin them both?"
2761,Escape from Oz,Comedy,Kelly Angel,WEDNESDAY,43,34571,8.78,720962,110859,HIATUS,False,"Dot and her dog Toto crash land into Oz, a city famed for its nightlife, its lack of exit, and its vast amount of dangers. Together they forge their way down the yellow brick to get to the Wizard who can hopefully help them leave this crazy place!"
2510,Neon Revenge,Action,"Gisong, NemGa",WEDNESDAY,75,415242,9.63,17800000,2100000,HIATUS,False,"No one would have ever guessed that nerdy-looking Seongbin Cha is actually Neon Mask, the internet hero popular for punishing violent, bullying teens on ViewTube. He won’t rest until he eradicates every last delinquent in the country. Can he stomp them all out with the help of his bodyguards, or will they come back stronger than ever?"
6202,Osora,Fantasy,ToniRenea,THURSDAY,52,1100000,9.57,48200000,2500000,ONGOING,False,"Prince Osora is destined to rule over the Calaveras Kingdom in a life planned out by his family since birth, when his father presented him to the kingdom as male. However, the magic-wielding race called Sergos has a different plan for Osora: to use him as collateral in war with the humans. Bound by what others force him to be and trapped in a love triangle between a promised fiancée and his childhood best friend, Osora must recreate his own story. This series contains themes regarding sexuality, gender identity, homophobia, transphobia, and other prejudices."
6476,To Whom It No Longer Concerns,Drama,"LICO, fairydragon",THURSDAY,34,1400000,9.42,24300000,1800000,ONGOING,False,"Exploited by her brother, betrayed by her sister, and killed by her husband. So ended the tragic story of Ariana Lopez--until, at the moment of her death, she suddenly finds herself back in the past. Now that she has a chance to do it all over again, she enlists the help of Duke Dante Heigenberg, the most feared and desired man in the entire empire, to take revenge against her family and reclaim what’s rightfully hers. But strangely, the duke seems to want Ariana more than just for her extraordinary musical talent..."
3596,The Greatest Estate Developer,Fantasy,"Lee Hyun Min, Kim Hyunsoo, BK_Moon",THURSDAY,173,1100000,9.92,143900000,12200000,ONGOING,False,"When civil engineering student Suho Kim falls asleep reading a fantasy novel, he wakes up as a character in the book! Suho is now in the body of Lloyd Frontera, a lazy noble who loves to drink, and whose family is in a mountain of debt. Using his engineering knowledge, Suho designs inventions to avert the terrible future that lies in wait for him. With the help of a giant hamster, a knight, and the world’s magic, can Suho dig his new family out of debt and build a better future?"
7182,"Oversummoned, Overpowered, and Over It!",Fantasy,"Saitousa, Tsugutoku",THURSDAY,15,284498,7.63,4700000,264063,ONGOING,False,"It was another boring school day, or so thought Inori Takafuji until Goddess summons him and his classmates to a different world. Just as Inori gets excited for a new life, he is banished and resummoned to other worlds over and over again, each time with new, additional powers! Will there be an actual challenge and suspense befitting our super-packed hero or will the adventure be a breeze?"
7365,MOONSTRUCK,Romance,"jellyfish, youngmo",THURSDAY,7,169651,9.41,1500000,93753,ONGOING,False,"How far would you be willing to go for love? 
The unavoidable temptation to destroy one’s deepening love is an age-old dilemma for many. This provocative collection of love stories will show you how dangerous passion can sometimes be."
4937,I Am the Villain,Romance,Sejji,THURSDAY,69,1100000,9.65,51300000,4600000,ONGOING,False,"Working hard is supposed to take you far - but into the world of your best friend's novel? 

For Lucy, being whisked into a life of ballrooms and picnics isn't exactly what it's cracked up to be; at least, not when everyone has mistaken her for the villain flagged for death. To escape this fate, Lucy must transform from modern workaholic to high society schemer if she even has a chance at returning home. Will she make it? Or will this world of beautiful outfits, strawberry desserts, and dashingly handsome gentlemen seal her fate?"
3180,Batman: Wayne Family Adventures,Slice of life,"StarBite, CRC Payne, Kielamel Sibal, Lan Ma, C.M. Cameron, Camille Cruz, WmW",THURSDAY,155,1600000,9.79,147300000,12100000,ONGOING,False,"Batman needs a break. But with new vigilante Duke Thomas moving into Wayne Manor and an endless supply of adopted, fostered, and biological superhero children to manage, Bruce Wayne is going to have his hands full. Being a father can't be harder than being Batman, right?"
7115,Dagger to the Heart,Fantasy,oori_,THURSDAY,10,343943,9.59,2400000,241080,HIATUS,False,"How hard is it to kill a princess? Rafael, a cocky assassin, takes on a job to kill Sazet, the princess of the empire, but soon finds that she is not the easy target he thought. When they are forced to team up, Rafael must decide if he will bury his dagger in her heart…. Or if his will be captured first."
5656,The Top Dungeon Farmer,Fantasy,"Lim Hyeong, Lee Ha-kyung, sdcknight",THURSDAY,84,324826,9.82,18400000,2100000,ONGOING,False,"Sejun, your average Seoul underdog, didn’t expect to grow tomatoes full-time when he stumbled into the mysterious dungeon full of monster quests and extravagant rewards. Yet, there he was, as a farmer growing and selling cash crops while clearing numerous quests that came his way. Will Sejun make it out of the dungeon with the plush rewards he hoped for? At least he has what it takes: optimism, resourcefulness, and a group of loyal furry friends."
2723,High Class Homos,Comedy,Momozerii,"THU,",176,1200000,9.4,128900000,12500000,ONGOING,False,"Princess Sapphia of Mytilene is not into princes. So, when her parents start putting the heat on her to get hitched, she enlists the help of her equally gay best friend, Prince August of Phthia. But will these two royals be able to pull off a convincing sham marriage? More importantly, will Sapphia ever land a date with the castle maids? Follow these high class homos as they navigate life, love, and (occasionally) their actual jobs."
6400,Winter Before Spring,Drama,"moonbun00, rinucomics",THURSDAY,47,295762,9.48,10300000,1100000,ONGOING,False,"Hana finds herself grappling with an unexpected emotion when she realizes she’s fallen in love with her best friend, who happens to be a girl. Fearing she'd be rejected, her best friend unexpectedly reciprocates, and they embark on a new romantic journey together. Hana is suddenly struck down, her world crashing down as cracks begin to form in what seemed to be her perfect vision of love when she is confronted with the nasty truth about her new girlfriend. But when things seem bleakest and Hana has given up on love, a new face arrives at the school that has the potential to change everything..."
5433,Baby Tyrant,Fantasy,"Lee huin, Awon",THURSDAY,87,652386,9.57,40500000,3700000,ONGOING,False,"Gyeoul Yoon is no stranger to tragedy, having lost everything -- even her life -- because of her good-for-nothing father. When she reawakens after death, Gyeoul finds herself in the body of a newborn baby -- she is now Princess Mabel of the powerful Ermaneau Empire! With her doting new family and the empire’s might at her disposal, Mabel has everything she’s ever wanted. Upon learning that she’s the subject of a prophecy with the world’s salvation at stake, Mabel quickly realizes that there are people who will stop at nothing to destroy her newfound peace."
6780,Regression of the Close Combat Mage,Fantasy,"Mayumi Sou, Mugi Ayumu, Momonome Memeno, Fuyuki23",THURSDAY,27,186987,8.24,4500000,336096,ONGOING,False,"When Vidrak the Death God invades and the fate of humanity hangs in the balance, the greatest mages of the realm stand in defiance… only to find that their spells have no effect, as the dark overlord effortlessly picks apart their attacks. Overwhelmed by a horde of monsters, long-range mage Setsuna Cromwell uses his last resort, the Amulet of Resurgence, to travel 10 years into the past. Now a freshman twice over, Setsuna must go against the grain by studying melee magic, known as the least prestigious domain – and the only one with a chance of defeating Vidrak."
5450,Locked Onto You,Romance,"Lee dala, Jeong Hyejin, Ganga",THURSDAY,82,1100000,8.88,40300000,2100000,HIATUS,False,"Detective Ganghui encounters Hajun, a world-famous designer who looks exactly like her late boyfriend, Yujin. He even wears the matching ring Ganghui and Yujin had shared. Hajun seems to know what’s bothering her but won’t tell her the secret behind the uncanny resemblance. Instead, he keeps persuading her to date and later marry him. Now Ganghui has two options: follow her heart and fall in love with that man or follow her head to find out the truth about him. 
Oh, wait. Maybe, just maybe… she’ll be able to choose both."
3514,Just a Goblin,Fantasy,"Brandon Chen, Jksmanga & Inuupen, Inuupen",THURSDAY,96,328108,9.42,21200000,1800000,ONGOING,False,"For centuries, adventurers have slaughtered monsters for sport and hunted goblins for their body parts and linens. But why? This is the question, Nog, the goblin inventor, has been trying to answer. 

After accidentally unlocking an arcane power that allows Nog to ""level up"" and grow in strength, he finally discovers the confidence to chase the answer to his question. Nog will set on a perilous quest across the world with his best friend, Gubble, to discover why humans hunt goblins! Can monsters and adventurers live in peace?"
6821,Even When I'm Dead,Romance,"BestFriend, MIKA, Han Yoon seol",THURSDAY,25,216631,8.98,4000000,363708,ONGOING,False,"On the day of my wedding, I found out that my lover was cheating on me with my best friend. I died because of their betrayal, and when I opened my eyes again, I returned to the past. I thought this was a blessing from God, a chance to take revenge. But this return was neverending as I kept dying either from their betrayal or in an accident. After my repeated death, I realized that accidents did not cause all of my deaths but that I was being murdered. So this time, I faked my death and left everything behind to catch the murderer, who was killing me repeatedly and to take my revenge finally."
2745,Hero Killer,Action,"Kkulbeol, Beolkkul",THURSDAY,200,1000000,9.76,83900000,8100000,ONGOING,False,"The world is in constant turmoil, with constant wars breaking out between Heroes and Villains. Gifted with supernatural abilities, one lone girl sets out on a bloody path for revenge against the injustices of the world she lives in. With the constant clashes between titans, no one is safe. If no one is willing to protect the innocent, who are the real heroes, and who are the real villains? What truly separates one from the other?"
7293,Frozen Hearts,Fantasy,HWIYO,THURSDAY,14,132748,9.46,1500000,156421,ONGOING,False,"Hiding her identity as a Snow Maiden demon, Seolha has carved out a life in disguise among humans. However, her life changes forever when she catches the interest of the Northern Prince, a man known for hunting down and killing demons, and agrees to become his bride. Will these two be able to overcome their differences and live happily ever after?"
5478,The Crown Princess Scandal,Fantasy,"Jeonghyeon, KITROW",THURSDAY,87,278282,9.86,16100000,2000000,ONGOING,False,"Victimized by her little sister's trick, Hwa-yeong heads to the imperial palace to participate in the crown princess selection process. Now she'll have to put up with… six months of palace stay?! No way! As a last resort, Hwa-yeong tries to do everything wrong to get disqualified and sent home early but instead finds herself in the royals' favor. What's worse, coincidence keeps bringing Shin-yeong, the Crown Prince, in her way, and now things are becoming more intense and personal for both of them. ""You wish to get kicked out now? I'll do everything in my power to see the opposite happen!"" Will Hwa-yeong see her way through these obstacles and return home before six months?"
6848,My Best Friend is an Eldritch Horror,Fantasy,"Actus, AETHON, Blacklapiz Studio, Soranokami, Tevagah, Sauerkraut, Laurel Pursuit",THURSDAY,26,149404,8.96,3000000,306040,ONGOING,False,"Good things come to those who wait. Damien Vale didn't, and now he's bound to an Eldritch creature from beyond the farthest reaches of the universe. It's unfathomable, utterly evil, and likes to be called Henry. To Damien, none of that mattered. He was going to learn magic, and he'd be damned if he let something as small as this set him back."
7410,Be By My Side,Romance,"Team yundo, bumto",THURSDAY,5,74403,8.07,385522,31107,ONGOING,False,"Aylah Goldwyn’s destiny had been determined since her birth: she was to marry the crown prince. However, on the day after her wedding, the prince asks for their marriage to be dissolved. Now, she suffers from near-constant headaches and insomnia, made bearable only through the embrace of a man. One night, she discovers a man who can make her headaches disappear entirely with nothing but a touch. But the next morning, she discovers that he left without a word, and she doesn’t even know his name. Will she be able to find this mysterious man, her “cure”?"
5834,Here U Are,Romance,D JUN,THURSDAY,67,239165,9.59,10100000,927352,ONGOING,False,"They say opposites attract, and that couldn’t be more true for Hyeonu and Jaehwan. Hyeonu is chatty and outgoing, while Jaehwan speaks in monosyllables and walks around with a perpetual scowl on his face. Although they get off to a rocky start, Hyeonu eventually learns that beneath Jaehwan’s reserved exterior lies a soft heart. Over time, the two slowly begin falling for each other… but will their budding romance be strong enough to withstand all the obstacles thrown their way?"
3453,The Druid of Seoul Station,Action,"liveBear, Mun sung ho, Jin Seol woo",THURSDAY,171,692655,9.32,62900000,5000000,ONGOING,False,"What started out as an ordinary day turned upside down when an unknown catastrophe struck Earth, transporting Suho Park to a different planet. He eventually learns how to adapt and fight for his survival in this foreign world, but one day, just as suddenly as he was sucked into this new planet, Suho is pulled back to Earth. He quickly learns that return to life as he remembers it is no longer possible, as Earth is in constant battle with monsters who’ve managed to infiltrate the planet. How will Suho fight against the monsters attacking Earth, and will he be able to survive this time with his current skills?"
6881,Seasons of Lovesome,Romance,"HONGDUCK, NEMONE",THURSDAY,25,197949,9.87,3300000,474838,ONGOING,False,"Life isn’t always perfect, but love certainly makes it better. The exciting tale of young love continues a year following the story “Seasons of Blossom.” Bomi and her university classmate Pureum’s lives center around a new place, “Cafe Blossom & Nemone Art Studio,” as they navigate the joy and hardships of university and professional life."
6148,The Executioner,Action,"Lee Jehwan, Park Bumjin",THURSDAY,47,303057,9.52,8300000,653050,ONGOING,False,"A hero should never kill anyone, not even the worst of villains.
Gangyu could never understand why his team of heroes lived by those words, but he tried his best to do the same… until the villain who wiped out his squad killed his brother in prison.
Gangyu breaks his vow and enters Ruculus with permission to kill as the prison’s executioner. Now, he must fight his way through the villains to kill the worst of them all."
7292,High School Queen,Drama,"critie, Nehae",THURSDAY,14,144286,9.27,1800000,189936,ONGOING,False,"Cheongha Kim, a legendary swordswoman from the Joseon era, awakens centuries later in the body of Dajin Park, a quiet high school student. Armed with deadly combat skills, Cheongha must face school bullies, navigate the chaos of modern-day life, and find her place in a world far different from her own. The halls of Juwon High are about to meet a warrior unlike any they’ve seen before.
The series contains themes regarding bullying and violence that may not be suitable for all readers. Viewer discretion is advised."
1895,City of Blank,Sci-fi,66,THURSDAY,209,740746,9.69,53500000,7500000,ONGOING,False,"In a world where ghostly Blanks can steal your face – and your life – at any moment, a young boy named Rex hunts for his brother’s killer. Cursed with the unique power to physically touch Blanks, Rex starts to uncover darker secrets at the city’s center and in his own past. Will Rex unmask the killer, or will he become just another faceless victim in the City of Blank?"
5816,Killer Peter,Action,"Kim Junghyun, Lim Lina",THURSDAY,71,377145,9.74,16900000,1300000,ONGOING,False,"After devoting his life to the crime organization, Glory Club, Peter retires his status as a legendary killer and spends his remaining days running a quiet used bookstore. But after being ambushed and nearly killed one day by the very organization he dedicated his life to, Peter finds his body magically reverted back to its teenage years. Now that Peter was back to his peak physique, he sets out to settle the score with Glory Club."
7370,The Roguish Guard in a Medieval Fantasy,Fantasy,"gomdol-ineun, kimgarden, Studio MW, WM",THURSDAY,10,63264,9.45,499039,51797,ONGOING,False,"In a brutal medieval world where innocence means life and guilt means death, Aron, captain of the castle guard, enforces order within the fortress. But when demons begin to corrupt men’s hearts, violent events erupt, including repeated attempts to assassinate the lady of the castle. As Aron hunts the culprits, he encounters a demon that marks him, granting incredible strength but tainting his body with dark magic. Now, with his mind clouded and powers growing, Aron must unravel the mystery before the castle and his soul fall to ruin."
4153,Best Teacher Baek,Action,"ORIBORI, Team the JICK, Ganjjajang",THURSDAY,101,346568,9.81,25100000,2300000,ONGOING,False,"Once the finest instructor in the Blood Cult, Suryong Baek is killed, only to to wake up in the body of someone who teaches martial arts at a small rural academy. His new body may be weak, but he knows how to fix it, and it’s not the first time that he’s found himself in a body that can’t access its inner power. Curing his body requires money, however, and Suryong decides that becoming the greatest instructor at a top academy is the best way to do it. Since he’ll be up against tough competition, Suryong will have to use everything he’s got to become a teaching superstar."
